collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate
194166,col,,57.52,-20.190001,Le Pouce Mountain,,,2,Holocene,,0.0117,0,65932,MU,,,based on nearby landmark,2,outcrop,Boulder scree below Le Pouce Mountain,gp_mid,,,coordinates not computable using this model
194167,col,,55.638332,-21.237778,Caverne à Cotte,,,1,Holocene,,0.0117,0,65932,,,,based on nearby landmark,seconds,outcrop,"A cave system at 1800 m in elevation, overlooking the Rivière des Remparts; a smaller chamber about 10 m from the main cave.",gp_mid,,,coordinates not computable using this model
194168,col,,57.700001,-20.440001,Mare aux Songes swamp (MNHN collection),,,1,Holocene,,0.0117,0,65949,MU,,,based on nearby landmark,2,outcrop,"Plaisance Sugar Estate, 5 km from Mahébourg, and less than 1 km from Blue Bay",gp_mid,,,coordinates not computable using this model
194169,col,,57.689861,-20.44755,Mare aux Songes swamp (modern collection),,,34,Holocene,,0.0117,0,65931,MU,,,stated in text,5,outcrop,,gp_mid,,,coordinates not computable using this model
194170,col,,57.529999,-20.424999,"Kanaka Cave, Bois Cherie",,,1,Holocene,,0.0117,0,65932,MU,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194171,col,,63.369579,-19.756201,"Caverne l'Affouche, Plaine Corail, Rodrigues",,,10,Holocene,,0.0117,0,65932,MU,,,stated in text,4,outcrop,,gp_mid,,,coordinates not computable using this model
194172,col,,63.36982,-19.7528,"Caverne Tortue, Plaine Corail, Rodrigues",,,2,Holocene,,0.0117,0,65932,MU,,,stated in text,4,outcrop,,gp_mid,,,coordinates not computable using this model
194173,col,,63.370152,-19.757799,"Caverne de la Vierge, Plaine Corail, Rodrigues",,,1,Holocene,,0.0117,0,65952,MU,,,stated in text,4,outcrop,,gp_mid,,,coordinates not computable using this model
194214,col,,-14.3708,-7.9239,"Fumaroles north of Sisters Peak, Ascension",,,3,Holocene,,0.0117,0,65978,SH,,,based on nearby landmark,4,outcrop,"The two fumaroles which we investigated (no others were found) were a few hundred yards north of Sisters Peak. They were only about 15 yards apart, and each had a narrow opening at the top of a conical pile of volcanic cinders, and an appreciable cavity below. In the southern fumarole the floor was perhaps twelve feet below the opening, and the cavity only about five yards across; in the northern fumarole the floor was about 20 feet below the opening, and the chamber was more complex in shape.",gp_mid,,,coordinates not computable using this model
194220,col,,-14.38,-7.92,"West of Sisters Peak, Ascension",,,2,Holocene,,0.0117,0,65978,SH,,,based on nearby landmark,2,outcrop,"Just to the west of the northwestern foothills of Sisters, about half a mile from the fumaroles.",gp_mid,,,coordinates not computable using this model
194221,col,,-14.375,-7.89,"Deposits near English Bay, Ascension",,,6,Holocene,,0.0117,0,65978,SH,,,based on nearby landmark,2,outcrop,"A few hundred yards east of English Bay, in the area from which phosphates were at one time extracted on a commercial scale, a deposit in a shallow crevice under an overhanging rock.",gp_mid,,,coordinates not computable using this model
194225,col,,-14.395,-7.98,"Deposits south of South Gannet Hill, site 1, Ascension",,,1,Holocene,,0.0117,0,65978,SH,,,based on nearby landmark,2,outcrop,"Although the deposits of phosphates near South Gannet Hill are not so large as those near English Bay, there are numerous indications of the presence of birds in the past, and one of the two deposits excavated yielded a good series of identifiable bones. ",gp_mid,,,coordinates not computable using this model
194226,col,,-14.395,-7.98,"Deposits south of South Gannet Hill, site 2, Ascension",,,6,Holocene,,0.0117,0,65978,SH,,,based on nearby landmark,2,outcrop,"Although the deposits of phosphates near South Gannet Hill are not so large as those near English Bay, there are numerous indications of the presence of birds in the past, and one of the two deposits excavated yielded a good series of identifiable bones. ",gp_mid,,,coordinates not computable using this model
194236,col,,-14.32,-7.97,"Deposits near Crystal Bay, site 1, Ascension",,,2,Holocene,,0.0117,0,65978,SH,,,based on nearby landmark,2,outcrop,"Near the south coast of Ascension, especially in the area of Crystal Bay, are scattered deposits of phosphates, some of which contain identifiable bird remains. The first site was excavated close to Crystal Bay.",gp_mid,,,coordinates not computable using this model
194238,col,,-14.32,-7.97,"Deposits near Crystal Bay, site 2, Ascension",,,2,Holocene,,0.0117,0,65978,SH,,,based on nearby landmark,2,outcrop,"Near the south coast of Ascension, especially in the area of Crystal Bay, are scattered deposits of phosphates, some of which contain identifiable bird remains. The first site was excavated close to Crystal Bay.",gp_mid,,,coordinates not computable using this model
194291,col,,-5.651,-15.937,Prosperous Bay (MCZ collection),,,6,Holocene,,0.0117,0,57791,SH,,,based on nearby landmark,3,small collection,,gp_mid,,,coordinates not computable using this model
194245,col,,-5.66,-15.965,"Dry Gut, near Bencoolen (BOU Centenary collection)",,,2,Holocene,,0.0117,0,65979,SH,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194254,col,,-14.3708,-7.9239,"Largest fumarole north of Sisters Peak, Ascension",,,1,Holocene,,0.0117,0,65981,SH,,,stated in text,4,outcrop,"Depression on the east side of the southernmost chamber of the largest fumarole located about 260 meters true north of the summit of Sisters Peak, Ascension Island, South Atlantic Ocean (approximately 7°55'25""S; 14°22'15""W).",gp_mid,,,coordinates not computable using this model
194266,col,,-14.402,-7.956,"Chapel Grotto, Ascension",,,1,Holocene,,0.0117,0,65982,SH,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194276,col,,-14.414,-7.956,"Clark's Beach lava tunnel, Ascension",,,1,Holocene,,0.0117,0,65983,SH,,,based on nearby landmark,3,outcrop,Lava tunnel extending about 15 m into the cliff behind the rubbish tip near Clark‘s Beach. ,gp_mid,,,coordinates not computable using this model
194278,col,,-14.3708,-7.9239,"Small fumarole north of Sisters Peak, Ascension",,,8,Holocene,,0.0117,0,65981,SH,,,stated in text,4,outcrop,"Depression on the east side of the southernmost chamber of the largest fumarole located about 260 meters true north of the summit of Sisters Peak, Ascension Island, South Atlantic Ocean (approximately 7°55'25""S; 14°22'15""W).",gp_mid,,,coordinates not computable using this model
194287,col,,-14.382,-7.96,"Lava tube northwest of Booby Hill, Ascension",,,1,Holocene,,0.0117,0,65983,SH,,,based on nearby landmark,2,outcrop,Lava tube about a mile northwest of Booby Hill at about 500ft elevation,gp_mid,,,coordinates not computable using this model
194290,col,,-14.384,-7.97,"Fumaroles northeast of Booby Hill, Ascension",,,3,Holocene,,0.0117,0,65983,SH,,,based on nearby landmark,2,outcrop,"A line of several small, shallow fumaroles running to the northeast of Booby Hill",gp_mid,,,coordinates not computable using this model
194292,col,,-27.969999,39.025002,"Furna do Calcinhas cave, Ilha da Graciosa, Azores",,,1,Holocene,,0.0117,0,65984,PT,,,based on nearby landmark,3,small collection,"Small cave (22.5 m length, 7 m wide, 3.5 m maximum height) situated at 175 m a.s.l. inside the Caldeira volcano",gp_mid,,,coordinates not computable using this model
194378,col,,-25.51,37.720001,"Gruta de Água de Pau, São Miguel Island",,,1,Holocene,,0.0117,0,65997,PT,,,based on nearby landmark,2,outcrop,,gp_mid,,,coordinates not computable using this model
194379,col,,-17.209999,28.075001,"Bujero del Silo, La Gomera",,,11,Holocene,,0.0117,0,65998,ES,,,estimated from map,3,outcrop,UTM coordinates 28RBS828071.,gp_mid,,,coordinates not computable using this model
194394,col,,-118.349998,33.740002,San Pedro,,,1,Holocene,,0.0117,0,66021,US,California,Ventura,stated in text,2,,San Pedro,gp_mid,,,coordinates not computable using this model
194445,col,,-64.724998,32.310001,Spittal Pond,,,3,Holocene,,0.0117,0,66027,BM,,,based on nearby landmark,2,outcrop,"In Jun/Jul 1979, the pond was dredged to improve waterfowl habitat and the spoil from this dredging was dumped along the S side of the pond.",gp_mid,,,coordinates not computable using this model
194446,col,,-64.712502,32.351501,"Convolvulus Cave, SE talus",,"Bourne's Quarry Cave, Grotto Cave",2,Holocene,,0.0117,0,66027,BM,,,based on nearby landmark,4,outcrop,"Entrance N32°21’06.5” W64°42’45.8”; position approximately over SE talus slope N32°21’05.4” W64°42’45.0”. By GPS calculation the SE talus slope would be 40 m approximately SSE (148°) of the entrance. This cave is near the entrance to the present Grotto Bay Hotel and has also been known as Bourne’s Quarry Cave and Grotto Cave (Hearty et al., 2004: fig. 2) but the name Convolvulus Cave has been in use at least since 1873 when visited and photographed by scientists of the Challenger Expedition (Wyville Thompson, 1878: 302). ",gp_mid,,,coordinates not computable using this model
194450,col,,-64.710999,32.348,Walsingham Caves,,,1,Holocene,,0.0117,0,66028,BM,,,based on nearby landmark,3,outcrop,Probably either Walsingham Cave or Walsingham Sink Cave,gp_mid,,,coordinates not computable using this model
194462,col,,-64.710503,32.348499,Walsingham Cave (higher part),,,1,Holocene,,0.0117,0,66030,BM,,,based on nearby landmark,4,outcrop,"Main entrance N32°20’54.7” W64°42’37.7”. This was once a popular recreational cave, with a relatively deep pool of blue water open to the light at the entrance with concrete steps for bathers. By leaving the path by the pool and going NE over a boulder field one passes another entrance called Bee Pit Cave on the cave survey although it is completely continuous with Walsingham Cave. This leads to a separate chamber leading back down to water. On the map in Richards (2003: 215) this is the slope indicated above the isolated pool shown in the passageway going off to the SW of the main chamber.",gp_mid,,,coordinates not computable using this model
194463,col,,-64.710503,32.348499,Walsingham Cave (lowest part),,,1,Holocene,,0.0117,0,66030,BM,,,based on nearby landmark,4,outcrop,"Main entrance N32°20’54.7” W64°42’37.7”. This was once a popular recreational cave, with a relatively deep pool of blue water open to the light at the entrance with concrete steps for bathers. By leaving the path by the pool and going NE over a boulder field one passes another entrance called Bee Pit Cave on the cave survey although it is completely continuous with Walsingham Cave. This leads to a separate chamber leading back down to water. On the map in Richards (2003: 215) this is the slope indicated above the isolated pool shown in the passageway going off to the SW of the main chamber.",gp_mid,,,coordinates not computable using this model
194466,col,,-64.70681,32.339142,Devil's Sinkhole,,,1,Holocene,,0.0117,0,66031,BM,,,stated in text,5,outcrop,"N32°20’20.9” W64°42’24.5”. Located less than 10 m from Harrington Sound Road, just W of Government Quarry, the entrance is a relatively small opening in the Lower Town Hill Formation that drops precipitously over 12 m, so that access was only by means of two extension ladders lashed together, leading to a large cavern with large boulders of roof fall.",gp_mid,,,coordinates not computable using this model
194483,col,,-72.280556,18.3375,Trouing Jean Paul,,,25,Holocene,,0.0117,0,66057,HT,,,stated in text,seconds,outcrop,"750 m W of the Rivière Blanche, and 1.5 km W of the tiny settlement of Cassé Dent (18°20'15""N, 72°16'50""W; see Sheet 5771 III, Series E732, Haiti, 1:50,000).",gp_mid,,,coordinates not computable using this model
194484,col,,-71.690002,19.09,"Cerro de San Francisco, Stratum 2",,,31,Holocene,,0.0117,0,66058,DO,,,based on nearby landmark,2,outcrop,"The cave lies at an altitude above 2000 feet near the top of Cerrode San Francisco, an isolated limestone hill in the Municipio Pedro Santana, Provincia San Rafael, near the Haitian border.",gp_mid,-71.69,19.09,252
194486,col,,-60.834999,14.52,Paquemar middens,,,5,Holocene,,0.0117,0,66059,,,,based on nearby landmark,2,outcrop,"Carib shell middens at Paquemar, near the coast, three kilometers south of the settlement of Vauclin, in the southeastern part of the island",gp_mid,-60.83,14.52,234
194487,col,,-66.585831,18.068056,Hernández Colón (PO-13),,,2,Holocene,,0.0117,0,66060,PR,,,,seconds,,"The site, UTM E 755665/N1998980, represents an inland Saladoid/Ostionoid pre-Columbian Indian\r\nvillage of approximately 15,000 m2. It is located on the eastern bank of the Cerrillos-Bucaná River, south central Puerto Rico, NE of the city of Ponce, Barrio Cerrillos (18° 04’ 05” N; 66° 35’ 09 W). It lies at 76m amsl, 13.5 river km from the Caribbean Sea.",gp_mid,-66.59,18.07,252
194562,col,,167.962997,-29.059999,"Trench EB96:10, Emily Bay",,,9,Holocene,,0.0117,0,66082,,,,based on nearby landmark,2,outcrop,,gp_mid,167.96,-29.06,834
194563,col,,167.962997,-29.059999,"Trench EB96:11, Emily Bay",,,9,Holocene,,0.0117,0,66082,,,,based on nearby landmark,2,outcrop,,gp_mid,167.96,-29.06,834
194564,col,,167.962997,-29.059999,"Trench EB97:21, Emily Bay",,,4,Holocene,,0.0117,0,66082,,,,based on nearby landmark,2,outcrop,,gp_mid,167.96,-29.06,834
194565,col,,167.962997,-29.059999,"Trench EB97:22, Emily Bay",,,7,Holocene,,0.0117,0,66082,,,,based on nearby landmark,2,outcrop,,gp_mid,167.96,-29.06,834
194566,col,,167.962997,-29.059999,"Trench EB97:23, Emily Bay",,,13,Holocene,,0.0117,0,66082,,,,based on nearby landmark,2,outcrop,,gp_mid,167.96,-29.06,834
194567,col,,167.962997,-29.059999,"Trench EB97:24, Emily Bay",,,10,Holocene,,0.0117,0,66082,,,,based on nearby landmark,2,outcrop,,gp_mid,167.96,-29.06,834
194568,col,,-62.165001,16.764999,"Trants, stratum A",,,7,Holocene,,0.0117,0,66086,,,,based on nearby landmark,3,outcrop,,gp_mid,-62.17,16.76,234
194569,col,,-62.165001,16.764999,"Trants, stratum B",,,11,Holocene,,0.0117,0,66086,,,,based on nearby landmark,3,outcrop,,gp_mid,-62.17,16.76,234
194570,col,,-62.165001,16.764999,"Trants, stratum C/D",,,11,Holocene,,0.0117,0,66086,,,,based on nearby landmark,3,outcrop,,gp_mid,-62.17,16.76,234
194583,col,,-66.639999,18,Barrio Canas midden,,,19,Holocene,,0.0117,0,66110,PR,,,based on nearby landmark,degrees,outcrop,"Extensive midden deposit at Barrio Canas, a mile and a half east [perhaps west?] of Ponce on the south coast of Puerto Rico",gp_mid,-66.64,18,252
194591,col,,-76.515999,25.363001,"Garden Cave (EL-229), 0-10 cm, Eleuthera",,,10,Holocene,,0.0117,0,66113,BS,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194592,col,,-76.515999,25.363001,"Garden Cave (EL-229), surface, Eleuthera",,,4,Holocene,,0.0117,0,66113,BS,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194593,col,,-76.515999,25.363001,"Garden Cave (EL-229), 10-20 cm, Eleuthera",,,19,Holocene,,0.0117,0,66113,BS,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194594,col,,-76.515999,25.363001,"Garden Cave (EL-229), 10-20/20-30 cm, Eleuthera",,,8,Holocene,,0.0117,0,66113,BS,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194595,col,,-76.515999,25.363001,"Garden Cave (EL-229), 20-30 cm, Eleuthera",,,12,Holocene,,0.0117,0,66113,BS,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194596,col,,-76.515999,25.363001,"Garden Cave (EL-229), 30-40 cm, Eleuthera",,,3,Holocene,,0.0117,0,66113,BS,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194597,col,,-76.515999,25.363001,"Garden Cave (EL-229), crabby pocket, Eleuthera",,,16,Holocene,,0.0117,0,66113,BS,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194599,col,,-79.745003,19.75,"Layer 2, Patton's Fissure, Spot Bay, Cayman Brac",,,1,Holocene,,0.0117,0,66114,KY,,,based on nearby landmark,2,outcrop,"Patton's Fissure is located in the village of Spot Bay, 3 km west of the northeast point of Cayman Brae at 19°45'N and 79°45'W. It is in the side of a cliff about 15 m above sea level and 250 m inland from the northern coast. Patton's Fissure is about 50 m long, a maximum of 4 m wide at the base, and trends east to west, parallel to the cliff face.",gp_mid,-79.75,19.75,206
194600,col,,-79.745003,19.75,"Layer 4, Patton's Fissure, Spot Bay, Cayman Brac",,,1,Holocene,,0.0117,0,66114,KY,,,based on nearby landmark,2,outcrop,"Patton's Fissure is located in the village of Spot Bay, 3 km west of the northeast point of Cayman Brae at 19°45'N and 79°45'W. It is in the side of a cliff about 15 m above sea level and 250 m inland from the northern coast. Patton's Fissure is about 50 m long, a maximum of 4 m wide at the base, and trends east to west, parallel to the cliff face.",gp_mid,-79.75,19.75,206
194606,col,,158.875,-54.536999,Aurora Cave,,,3,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194607,col,,158.873001,-54.549999,Bauer Bay Site F,,,13,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,2,outcrop,,gp_mid,,,coordinates not computable using this model
194608,col,,158.873001,-54.549999,Bauer Bay Strata FS,,,8,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,2,outcrop,,gp_mid,,,coordinates not computable using this model
194609,col,,158.919006,-54.581001,Brothers Point Caves,,,1,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194613,col,,158.940994,-54.499001,Isthmus at base of North Head,,,1,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,3,outcrop,The beach where the deposit is exposed on the eastern coast is named Fossil Beach.,gp_mid,,,coordinates not computable using this model
194610,col,,158.869995,-54.528999,Langdon Point Caves,,,1,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194611,col,,158.940002,-54.492001,North Head,,,3,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,3,outcrop,Presumed to be north of the ANARE base station,gp_mid,,,coordinates not computable using this model
194612,col,,158.889999,-54.560001,Plateau between Bauer Bay and Finch Creeks,,,1,Holocene,,0.0117,0,66121,AU,Macquarie Island,,estimated from map,2,outcrop,,gp_mid,,,coordinates not computable using this model
194614,col,,-176.296494,-44.271,"Site 1, Mangere Island",,,21,Holocene,,0.0117,0,66124,NZ,,,estimated from map,3,outcrop,"100 - 110 m a.s.l. On western side of Douglas Basin, on a cliff edge above west-facing gut. Exposure a fairly hard, greyish-brown, eroding loess face, up to c.2 m deep",gp_mid,-176.3,-44.27,807
194616,col,,-176.290497,-44.268799,"Site 2, Mangere Island",,,16,Holocene,,0.0117,0,66124,NZ,,,estimated from map,4,outcrop,"100 m a.s.1. North-facing bank in slump on eastern end of Douglas Basin. Exposure a loose, dark-brown, surface soil layer, up to c.60 cm deep",gp_mid,-176.29,-44.27,807
194618,col,,174.195007,-41.7225,"Marfells Beach, midden deposits",,"Lake Grassmere, Marlborough",47,Holocene,,0.0117,0,66128,NZ,,,stated in text,seconds,,,gp_mid,174.2,-41.72,806
194619,col,,174.195007,-41.7225,"Marfells Beach, Dawson collection",,"Lake Grassmere, Marlborough",60,Holocene,,0.0117,0,66128,NZ,,,stated in text,seconds,,,gp_mid,174.2,-41.72,806
194620,col,,-60.705502,-51.3475,West Point Island peat bog,,,18,Holocene,,0.0117,0,66130,FA,,,estimated from map,4,outcrop,~1250 m west of the settlement on West Point Island,gp_mid,-60.71,-51.35,291
194621,col,,77.57,-37.799999,Amsterdam Island,,,26,Holocene,,0.0117,0,66131,TF,,,based on nearby landmark,1,local area,"Martinez (1987) collected thousands of bones of birds from various cavities and shelters in basaltic rocks on Amsterdam Island. Bones were collected at the surface in caves and fissures in rock, presumably from multiple locations.",gp_mid,,,coordinates not computable using this model
194622,col,,145.227997,14.135,"Payapai Cave, level I",,,16,Holocene,,0.0117,0,66132,MP,,,based on nearby landmark,3,outcrop,"Payapai Cave is located in a coralline limestone cliff (uplifted marine terrace) about 150 m from the island's southern shore, at 14°8'N, 145°13'E",gp_mid,,,coordinates not computable using this model
194624,col,,145.227997,14.135,"Payapai Cave, level III",,,18,Holocene,,0.0117,0,66132,MP,,,based on nearby landmark,3,outcrop,"Payapai Cave is located in a coralline limestone cliff (uplifted marine terrace) about 150 m from the island's southern shore, at 14°8'N, 145°13'E",gp_mid,,,coordinates not computable using this model
194623,col,,145.227997,14.135,"Payapai Cave, level II",,,15,Holocene,,0.0117,0,66132,MP,,,based on nearby landmark,3,outcrop,"Payapai Cave is located in a coralline limestone cliff (uplifted marine terrace) about 150 m from the island's southern shore, at 14°8'N, 145°13'E",gp_mid,,,coordinates not computable using this model
194625,col,,145.653,14.965,"Railhunter Rockshelter, Layer I, Tinian",,Site 131,22,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"Carolinas area, Tinian. Small shelter formed in an isolated block of limestone. Includes test pits 4-6 combined.",gp_mid,,,coordinates not computable using this model
194626,col,,145.653,14.965,"Railhunter Rockshelter, Layer IIA, Tinian",,Site 131,18,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"Carolinas area, Tinian. Small shelter formed in an isolated block of limestone. Includes test pits 4-6 combined.",gp_mid,,,coordinates not computable using this model
194627,col,,145.653,14.965,"Railhunter Rockshelter, Layer IIB, Tinian",,Site 131,22,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"Carolinas area, Tinian. Small shelter formed in an isolated block of limestone. Includes test pits 4-6 combined.",gp_mid,,,coordinates not computable using this model
194628,col,,145.653,14.965,"Railhunter Rockshelter, Layer IIC, Tinian",,Site 131,15,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"Carolinas area, Tinian. Small shelter formed in an isolated block of limestone. Includes test pits 4-6 combined.",gp_mid,,,coordinates not computable using this model
194629,col,,145.653,14.965,"Railhunter Rockshelter, Layer III, Tinian",,Site 131,8,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"Carolinas area, Tinian. Small shelter formed in an isolated block of limestone. Includes test pits 4-6 combined.",gp_mid,,,coordinates not computable using this model
194630,col,,145.651001,14.964,"Seabird Crevice, Layer I,1/2, Tinian",,,9,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"A deep, narrow fissure that is roofed over in some sections to form a cave. Seabird Crevice is developed along a circumferential joint in coralline limestone near the seaward-facing cliff below the terrace that supports Railhunter Rockshelter.",gp_mid,,,coordinates not computable using this model
194631,col,,145.651001,14.964,"Seabird Crevice, Layer II,2, Tinian",,,3,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"A deep, narrow fissure that is roofed over in some sections to form a cave. Seabird Crevice is developed along a circumferential joint in coralline limestone near the seaward-facing cliff below the terrace that supports Railhunter Rockshelter.",gp_mid,,,coordinates not computable using this model
194632,col,,145.651001,14.964,"Seabird Crevice, Layer II,3, Tinian",,,7,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"A deep, narrow fissure that is roofed over in some sections to form a cave. Seabird Crevice is developed along a circumferential joint in coralline limestone near the seaward-facing cliff below the terrace that supports Railhunter Rockshelter.",gp_mid,,,coordinates not computable using this model
194633,col,,145.651001,14.964,"Seabird Crevice, Layer II,4, Tinian",,,7,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"A deep, narrow fissure that is roofed over in some sections to form a cave. Seabird Crevice is developed along a circumferential joint in coralline limestone near the seaward-facing cliff below the terrace that supports Railhunter Rockshelter.",gp_mid,,,coordinates not computable using this model
194634,col,,145.651001,14.964,"Seabird Crevice, Layer II,5, Tinian",,,5,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"A deep, narrow fissure that is roofed over in some sections to form a cave. Seabird Crevice is developed along a circumferential joint in coralline limestone near the seaward-facing cliff below the terrace that supports Railhunter Rockshelter.",gp_mid,,,coordinates not computable using this model
194635,col,,145.651001,14.964,"Seabird Crevice, Layer II,6, Tinian",,,3,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"A deep, narrow fissure that is roofed over in some sections to form a cave. Seabird Crevice is developed along a circumferential joint in coralline limestone near the seaward-facing cliff below the terrace that supports Railhunter Rockshelter.",gp_mid,,,coordinates not computable using this model
194637,col,,145.647003,14.96,"Golden Tooth rockshelter, Layer II,3, Tinian",,,2,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"Like nearby Seabird Crevice, Golden Tooth Rockshelter lies at the upper edge of the escarpment above the first marine terrace.",gp_mid,,,coordinates not computable using this model
194638,col,,145.647003,14.96,"Golden Tooth rockshelter, Layer II,8, Tinian",,,1,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"Like nearby Seabird Crevice, Golden Tooth Rockshelter lies at the upper edge of the escarpment above the first marine terrace.",gp_mid,,,coordinates not computable using this model
194639,col,,145.647003,14.96,"Golden Tooth rockshelter, Layer II,9, Tinian",,,3,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"Like nearby Seabird Crevice, Golden Tooth Rockshelter lies at the upper edge of the escarpment above the first marine terrace.",gp_mid,,,coordinates not computable using this model
194640,col,,145.570007,14.86,"Pisonia rockshelter, layer I, Aguiguan",,,7,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"A deeply stratified human habitation site formed beneath an undercut limestone wall along a trail to the rugged north coast. The site lies about 250 m inland from the north-central coast, in the vicinity of Butler’s site number 7.",gp_mid,,,coordinates not computable using this model
194641,col,,145.570007,14.86,"Pisonia rockshelter, layer II, Aguiguan",,,4,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"A deeply stratified human habitation site formed beneath an undercut limestone wall along a trail to the rugged north coast. The site lies about 250 m inland from the north-central coast, in the vicinity of Butler’s site number 7.",gp_mid,,,coordinates not computable using this model
194642,col,,145.570007,14.86,"Pisonia rockshelter, layer III, Aguiguan",,,9,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"A deeply stratified human habitation site formed beneath an undercut limestone wall along a trail to the rugged north coast. The site lies about 250 m inland from the north-central coast, in the vicinity of Butler’s site number 7.",gp_mid,,,coordinates not computable using this model
194643,col,,145.570007,14.86,"Pisonia rockshelter, layer IV, Aguiguan",,,18,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"A deeply stratified human habitation site formed beneath an undercut limestone wall along a trail to the rugged north coast. The site lies about 250 m inland from the north-central coast, in the vicinity of Butler’s site number 7.",gp_mid,,,coordinates not computable using this model
194644,col,,145.570007,14.86,"Pisonia rockshelter, layer IV-V, Aguiguan",,,12,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"A deeply stratified human habitation site formed beneath an undercut limestone wall along a trail to the rugged north coast. The site lies about 250 m inland from the north-central coast, in the vicinity of Butler’s site number 7.",gp_mid,,,coordinates not computable using this model
194645,col,,145.570007,14.86,"Pisonia rockshelter, layer V, Aguiguan",,,13,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"A deeply stratified human habitation site formed beneath an undercut limestone wall along a trail to the rugged north coast. The site lies about 250 m inland from the north-central coast, in the vicinity of Butler’s site number 7.",gp_mid,,,coordinates not computable using this model
194646,col,,145.229996,14.14,Payapai Cave (Scott Bauman samples),,,6,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,2,outcrop,"Payapai Cave is located in a coralline limestone cliff (uplifted marine terrace) about 150 m from the island's southern shore, at 14°8'N, 145°13'E",gp_mid,,,coordinates not computable using this model
194647,col,,145.229004,14.141,Crevice north of Payapai Cave,,,11,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,Crevice 150 m North of Payapai Cave,gp_mid,,,coordinates not computable using this model
194648,col,,145.227997,14.139,Alaguan Rockshelter,,,7,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"Between Payapai Cave and the last site, in the same cliff, is a very protected site known as Alaguan Rockshelter",gp_mid,,,coordinates not computable using this model
194649,col,,145.279999,14.194,As Matmos Cliffside Cave,,,19,Holocene,,0.0117,0,66133,MP,,,based on nearby landmark,3,outcrop,"As Matmos Cliffside Cave on the northeast coast. This shallow, dry cave has small pockets of non-cultural, unstratified, bone-rich sediment.",gp_mid,,,coordinates not computable using this model
